KIT;KIT2;Poste;Fileiras;Graus;Região;Módulo;Módulos;Qtd;Produto;Custo Unit;Custo Total;Custo/Mód;Preço S/ Impostos;TABELA PREÇO;Majorado;Tabela 18%;Tabela 7%;PREÇO DA MESA /MÓDULO
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1134;80;20;EFSALCONTVENT270;13.95;278.97;3.49;5.72;6.3;7.0;7.86;6.83;182.76
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1134;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;182.76
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1134;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;182.76
SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 1303;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1303;80;23;PTM20BIPOSTE02;236.27;5434.12;67.93;111.35;122.71;136.34;153.07;132.96;210.85
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1303;80;4;SL002C407X000BRT;62.47;249.88;3.12;5.12;5.64;6.27;7.04;6.11;210.85
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1303;80;56;SL002C350X000BRT;53.72;3008.39;37.6;61.65;67.93;75.48;84.74;73.61;210.85
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1303;80;56;EFSALJUNCAO400;3.91;218.78;2.73;4.48;4.94;5.49;6.16;5.35;210.85
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1303;80;22;EFSALCONTVENT270;13.95;306.87;3.84;6.29;6.93;7.7;8.64;7.51;210.85
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1303;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;210.85
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 3 ;Biposte;2;20;3;1303;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;210.85
SOLO 2 FILEIRAS  BIPOSTE 20 GRAUS REGIAO 4 1134;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1134;80;23;PTM20BIPOSTE01;232.59;5349.46;66.87;109.62;120.79;134.21;150.68;130.89;198.7
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1134;80;4;SL002C200X000BRT;30.7;122.79;1.53;2.52;2.77;3.08;3.46;3.0;198.7
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1134;80;44;SL002C407X000BRT;62.47;2748.69;34.36;56.33;62.07;68.96;77.42;67.25;198.7
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1134;80;44;EFSALJUNCAO400;3.91;171.9;2.15;3.52;3.88;4.31;4.84;4.21;198.7
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1134;80;22;EFSALKITTRAV05;13.07;287.47;3.59;5.89;6.49;7.21;8.1;7.03;198.7
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1134;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;198.7
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1134;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;198.7
SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 1303;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1303;80;26;PTM20BIPOSTE02;236.27;6142.92;76.79;125.88;138.71;154.12;173.03;150.3;227.58999999999997
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1303;80;4;SL002C407X000BRT;62.47;249.88;3.12;5.12;5.64;6.27;7.04;6.11;227.58999999999997
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1303;80;56;SL002C350X000BRT;53.72;3008.39;37.6;61.65;67.93;75.48;84.74;73.61;227.58999999999997
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1303;80;56;EFSALJUNCAO400;3.91;218.78;2.73;4.48;4.94;5.49;6.16;5.35;227.58999999999997
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1303;80;26;EFSALKITTRAV05;13.07;339.73;4.25;6.96;7.67;8.52;9.57;8.31;227.58999999999997
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1303;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;227.58999999999997
;SOLO 2 FILEIRAS BIPOSTE 20 GRAUS REGIAO 4 ;Biposte;2;20;4;1303;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;227.58999999999997
SOLO 2 FILEIRAS  BIPOSTE 25 GRAUS REGIAO 4 1134;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1134;80;25;PTM25BIPOSTE01;239.21;5980.35;74.75;122.55;135.04;150.04;168.45;146.33;213.54
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1134;80;4;SL002C200X000BRT;30.7;122.79;1.53;2.52;2.77;3.08;3.46;3.0;213.54
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1134;80;44;SL002C407X000BRT;62.47;2748.69;34.36;56.33;62.07;68.96;77.42;67.25;213.54
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1134;80;44;EFSALJUNCAO400;3.91;171.9;2.15;3.52;3.88;4.31;4.84;4.21;213.54
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1134;80;24;EFSALKITTRAV05;13.07;313.6;3.92;6.43;7.08;7.87;8.83;7.67;213.54
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1134;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;213.54
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1134;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;213.54
SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 1303;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1303;80;29;PTM25BIPOSTE02;243.93;7074.0;88.43;144.96;159.73;177.48;199.26;173.09;249.19999999999996
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1303;80;4;SL002C407X000BRT;62.47;249.88;3.12;5.12;5.64;6.27;7.04;6.11;249.19999999999996
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1303;80;56;SL002C350X000BRT;53.72;3008.39;37.6;61.65;67.93;75.48;84.74;73.61;249.19999999999996
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1303;80;56;EFSALJUNCAO400;3.91;218.78;2.73;4.48;4.94;5.49;6.16;5.35;249.19999999999996
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1303;80;28;EFSALKITTRAV05;13.07;365.87;4.57;7.5;8.26;9.18;10.31;8.95;249.19999999999996
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1303;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;249.19999999999996
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 4 ;Biposte;2;25;4;1303;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;249.19999999999996
SOLO 2 FILEIRAS  BIPOSTE 25 GRAUS REGIAO 5 1134;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1134;80;27;PTM25BIPOSTE01;239.21;6458.78;80.73;132.35;145.84;162.05;181.93;158.03;223.59
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1134;80;4;SL002C200X000BRT;30.7;122.79;1.53;2.52;2.77;3.08;3.46;3.0;223.59
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1134;80;44;SL002C407X000BRT;62.47;2748.69;34.36;56.33;62.07;68.96;77.42;67.25;223.59
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1134;80;44;EFSALJUNCAO400;3.91;171.9;2.15;3.52;3.88;4.31;4.84;4.21;223.59
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1134;80;26;EFSALCONTVENT200;10.78;280.15;3.5;5.74;6.33;7.03;7.89;6.85;223.59
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1134;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;223.59
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1134;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;223.59
SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 1303;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1303;80;32;PTM25BIPOSTE02;243.93;7805.8;97.57;159.95;176.26;195.84;219.87;190.99;265.26000000000005
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1303;80;4;SL002C407X000BRT;62.47;249.88;3.12;5.12;5.64;6.27;7.04;6.11;265.26000000000005
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1303;80;56;SL002C350X000BRT;53.72;3008.39;37.6;61.65;67.93;75.48;84.74;73.61;265.26000000000005
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1303;80;56;EFSALJUNCAO400;3.91;218.78;2.73;4.48;4.94;5.49;6.16;5.35;265.26000000000005
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1303;80;32;EFSALCONTVENT200;10.78;344.81;4.31;7.07;7.79;8.65;9.71;8.44;265.26000000000005
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1303;80;156;PSGRAMPINTSMART2;0.7;109.51;1.37;2.24;2.47;2.75;3.08;2.68;265.26000000000005
;SOLO 2 FILEIRAS BIPOSTE 25 GRAUS REGIAO 5 ;Biposte;2;25;5;1303;80;8;SOLOGRAMPTERM1;1.25;10.02;0.13;0.21;0.23;0.25;0.28;0.25;265.26000000000005
